#separator:tab
#html:false
Genus_cof_DNP	back_card
Marsdenia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/3170190     https://en.wikipedia.org/wiki/Marsdenia     https://www.merriam-webster.com/dictionary/Marsdenia
Capsicum	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2932937     https://en.wikipedia.org/wiki/Capsicum     https://www.merriam-webster.com/dictionary/Capsicum
Ruptiliocarpon	Plantae - Tracheophyta - Magnoliopsida - Celastrales - Lepidobotryaceae     https://www.gbif.org/species/7297806     https://en.wikipedia.org/wiki/Ruptiliocarpon     https://www.merriam-webster.com/dictionary/Ruptiliocarpon
Ungernia	Plantae - Tracheophyta - Liliopsida - Asparagales - Amaryllidaceae     https://www.gbif.org/species/2858127     https://en.wikipedia.org/wiki/Ungernia     https://www.merriam-webster.com/dictionary/Ungernia
Bidens	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3105856     https://en.wikipedia.org/wiki/Bidens     https://www.merriam-webster.com/dictionary/Bidens
Panax	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3037591     https://en.wikipedia.org/wiki/Panax     https://www.merriam-webster.com/dictionary/Panax
Hippophae	Plantae - Tracheophyta - Magnoliopsida - Rosales - Elaeagnaceae     https://www.gbif.org/species/3039284     https://en.wikipedia.org/wiki/Hippophae     https://www.merriam-webster.com/dictionary/Hippophae
Dichapetalum	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Dichapetalaceae     https://www.gbif.org/species/7309866     https://en.wikipedia.org/wiki/Dichapetalum     https://www.merriam-webster.com/dictionary/Dichapetalum
Ornithogalum	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/2750656     https://en.wikipedia.org/wiki/Ornithogalum     https://www.merriam-webster.com/dictionary/Ornithogalum
Hymenophyllum	Plantae - Tracheophyta - Polypodiopsida - Hymenophyllales - Hymenophyllaceae     https://www.gbif.org/species/2651287     https://en.wikipedia.org/wiki/Hymenophyllum     https://www.merriam-webster.com/dictionary/Hymenophyllum
Euphorbia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3063749     https://en.wikipedia.org/wiki/Euphorbia     https://www.merriam-webster.com/dictionary/Euphorbia
Vicia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2974751     https://en.wikipedia.org/wiki/Vicia     https://www.merriam-webster.com/dictionary/Vicia
Dittrichia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3101183     https://en.wikipedia.org/wiki/Dittrichia     https://www.merriam-webster.com/dictionary/Dittrichia
Eleutherococcus	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3035282     https://en.wikipedia.org/wiki/Eleutherococcus     https://www.merriam-webster.com/dictionary/Eleutherococcus
Ilex	Plantae - Tracheophyta - Magnoliopsida - Aquifoliales - Aquifoliaceae     https://www.gbif.org/species/3169013     https://en.wikipedia.org/wiki/Ilex     https://www.merriam-webster.com/dictionary/Ilex
Vitis	Plantae - Tracheophyta - Magnoliopsida - Vitales - Vitaceae     https://www.gbif.org/species/7467468     https://en.wikipedia.org/wiki/Vitis     https://www.merriam-webster.com/dictionary/Vitis
Saposhnikovia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027060     https://en.wikipedia.org/wiki/Saposhnikovia     https://www.merriam-webster.com/dictionary/Saposhnikovia
Persicaria	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Polygonaceae     https://www.gbif.org/species/6390748     https://en.wikipedia.org/wiki/Persicaria     https://www.merriam-webster.com/dictionary/Persicaria
Melissa	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2927330     https://en.wikipedia.org/wiki/Melissa     https://www.merriam-webster.com/dictionary/Melissa
Chamaemelum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/8424370     https://en.wikipedia.org/wiki/Chamaemelum     https://www.merriam-webster.com/dictionary/Chamaemelum
Ranunculus	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/3033294     https://en.wikipedia.org/wiki/Ranunculus     https://www.merriam-webster.com/dictionary/Ranunculus
Lycium	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2928808     https://en.wikipedia.org/wiki/Lycium     https://www.merriam-webster.com/dictionary/Lycium
Crocus	Plantae - Tracheophyta - Liliopsida - Asparagales - Iridaceae     https://www.gbif.org/species/2747303     https://en.wikipedia.org/wiki/Crocus     https://www.merriam-webster.com/dictionary/Crocus
Serratula	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3097718     https://en.wikipedia.org/wiki/Serratula     https://www.merriam-webster.com/dictionary/Serratula
Tiarella	Plantae - Tracheophyta - Magnoliopsida - Saxifragales - Saxifragaceae     https://www.gbif.org/species/3032599     https://en.wikipedia.org/wiki/Tiarella     https://www.merriam-webster.com/dictionary/Tiarella
Excoecaria	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3054277     https://en.wikipedia.org/wiki/Excoecaria     https://www.merriam-webster.com/dictionary/Excoecaria
Ajuga	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2927077     https://en.wikipedia.org/wiki/Ajuga     https://www.merriam-webster.com/dictionary/Ajuga
Smilax	Plantae - Tracheophyta - Liliopsida - Liliales - Smilacaceae     https://www.gbif.org/species/2740627     https://en.wikipedia.org/wiki/Smilax     https://www.merriam-webster.com/dictionary/Smilax
Anemarrhena	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/2771076     https://en.wikipedia.org/wiki/Anemarrhena     https://www.merriam-webster.com/dictionary/Anemarrhena
Rosa	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/8395064     https://en.wikipedia.org/wiki/Rosa     https://www.merriam-webster.com/dictionary/Rosa
Lindera	Plantae - Tracheophyta - Magnoliopsida - Laurales - Lauraceae     https://www.gbif.org/species/3034035     https://en.wikipedia.org/wiki/Lindera     https://www.merriam-webster.com/dictionary/Lindera
Rhaponticum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/8345908     https://en.wikipedia.org/wiki/Rhaponticum     https://www.merriam-webster.com/dictionary/Rhaponticum
Plectocephalus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3091345     https://en.wikipedia.org/wiki/Plectocephalus     https://www.merriam-webster.com/dictionary/Plectocephalus
Sarcandra	Plantae - Tracheophyta - Magnoliopsida - Chloranthales - Chloranthaceae     https://www.gbif.org/species/7339063     https://en.wikipedia.org/wiki/Sarcandra     https://www.merriam-webster.com/dictionary/Sarcandra
Neolitsea	Plantae - Tracheophyta - Magnoliopsida - Laurales - Lauraceae     https://www.gbif.org/species/7304368     https://en.wikipedia.org/wiki/Neolitsea     https://www.merriam-webster.com/dictionary/Neolitsea
Smyrnium	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034781     https://en.wikipedia.org/wiki/Smyrnium     https://www.merriam-webster.com/dictionary/Smyrnium
Chloranthus	Plantae - Tracheophyta - Magnoliopsida - Chloranthales - Chloranthaceae     https://www.gbif.org/species/7339050     https://en.wikipedia.org/wiki/Chloranthus     https://www.merriam-webster.com/dictionary/Chloranthus
Entandrophragma	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/3190486     https://en.wikipedia.org/wiki/Entandrophragma     https://www.merriam-webster.com/dictionary/Entandrophragma
Cedrela	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/3190510     https://en.wikipedia.org/wiki/Cedrela     https://www.merriam-webster.com/dictionary/Cedrela
Porphyra	Plantae - Rhodophyta - Bangiophyceae - Bangiales - Bangiaceae     https://www.gbif.org/species/2653483     https://en.wikipedia.org/wiki/Porphyra     https://www.merriam-webster.com/dictionary/Porphyra
Aglaia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/3190479     https://en.wikipedia.org/wiki/Aglaia     https://www.merriam-webster.com/dictionary/Aglaia
Melia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/3190496     https://en.wikipedia.org/wiki/Melia     https://www.merriam-webster.com/dictionary/Melia
Acnistus	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2928875     https://en.wikipedia.org/wiki/Acnistus     https://www.merriam-webster.com/dictionary/Acnistus
Cananga	Plantae - Tracheophyta - Magnoliopsida - Magnoliales - Annonaceae     https://www.gbif.org/species/5407582     https://en.wikipedia.org/wiki/Cananga     https://www.merriam-webster.com/dictionary/Cananga
Daniellia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2948719     https://en.wikipedia.org/wiki/Daniellia     https://www.merriam-webster.com/dictionary/Daniellia
Gackstroemia	Plantae - Marchantiophyta - Jungermanniopsida - Porellales - Lepidolaenaceae     https://www.gbif.org/species/2688746     https://en.wikipedia.org/wiki/Gackstroemia     https://www.merriam-webster.com/dictionary/Gackstroemia
Nicotiana	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2928756     https://en.wikipedia.org/wiki/Nicotiana     https://www.merriam-webster.com/dictionary/Nicotiana
Nigella	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/3033657     https://en.wikipedia.org/wiki/Nigella     https://www.merriam-webster.com/dictionary/Nigella
Dysphania	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/3083582     https://en.wikipedia.org/wiki/Dysphania     https://www.merriam-webster.com/dictionary/Dysphania
Pseudolarix	Plantae - Tracheophyta - Pinopsida - Pinales - Pinaceae     https://www.gbif.org/species/2686286     https://en.wikipedia.org/wiki/Pseudolarix     https://www.merriam-webster.com/dictionary/Pseudolarix
Walsura	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/7271373     https://en.wikipedia.org/wiki/Walsura     https://www.merriam-webster.com/dictionary/Walsura
Campsis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Bignoniaceae     https://www.gbif.org/species/3172548     https://en.wikipedia.org/wiki/Campsis     https://www.merriam-webster.com/dictionary/Campsis
Itoa	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Salicaceae     https://www.gbif.org/species/7274220     https://en.wikipedia.org/wiki/Itoa     https://www.merriam-webster.com/dictionary/Itoa
Gallesia	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Phytolaccaceae     https://www.gbif.org/species/7309638     https://en.wikipedia.org/wiki/Gallesia     https://www.merriam-webster.com/dictionary/Gallesia
Scorodophloeus	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2952874     https://en.wikipedia.org/wiki/Scorodophloeus     https://www.merriam-webster.com/dictionary/Scorodophloeus
Tulbaghia	Plantae - Tracheophyta - Liliopsida - Asparagales - Amaryllidaceae     https://www.gbif.org/species/2859447     https://en.wikipedia.org/wiki/Tulbaghia     https://www.merriam-webster.com/dictionary/Tulbaghia
Scorodocarpus	Plantae - Tracheophyta - Magnoliopsida - Santalales - Strombosiaceae     https://www.gbif.org/species/7326488     https://en.wikipedia.org/wiki/Scorodocarpus     https://www.merriam-webster.com/dictionary/Scorodocarpus
Humulus	Plantae - Tracheophyta - Magnoliopsida - Rosales - Cannabaceae     https://www.gbif.org/species/2984534     https://en.wikipedia.org/wiki/Humulus     https://www.merriam-webster.com/dictionary/Humulus
Rubia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2892184     https://en.wikipedia.org/wiki/Rubia     https://www.merriam-webster.com/dictionary/Rubia
Cicer	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2947292     https://en.wikipedia.org/wiki/Cicer     https://www.merriam-webster.com/dictionary/Cicer
Ceratonia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2962230     https://en.wikipedia.org/wiki/Ceratonia     https://www.merriam-webster.com/dictionary/Ceratonia
Angostura	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/6434166     https://en.wikipedia.org/wiki/Angostura     https://www.merriam-webster.com/dictionary/Angostura
Psidium	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3187232     https://en.wikipedia.org/wiki/Psidium     https://www.merriam-webster.com/dictionary/Psidium
Beta	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/3083586     https://en.wikipedia.org/wiki/Beta     https://www.merriam-webster.com/dictionary/Beta
Casearia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Salicaceae     https://www.gbif.org/species/2874105     https://en.wikipedia.org/wiki/Casearia     https://www.merriam-webster.com/dictionary/Casearia
Baeckea	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3187737     https://en.wikipedia.org/wiki/Baeckea     https://www.merriam-webster.com/dictionary/Baeckea
Condalia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/3039287     https://en.wikipedia.org/wiki/Condalia     https://www.merriam-webster.com/dictionary/Condalia
Scutia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/7273726     https://en.wikipedia.org/wiki/Scutia     https://www.merriam-webster.com/dictionary/Scutia
Waltheria	Plantae - Tracheophyta - Magnoliopsida - Malvales - Malvaceae     https://www.gbif.org/species/3152104     https://en.wikipedia.org/wiki/Waltheria     https://www.merriam-webster.com/dictionary/Waltheria
Antidesma	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Phyllanthaceae     https://www.gbif.org/species/8142309     https://en.wikipedia.org/wiki/Antidesma     https://www.merriam-webster.com/dictionary/Antidesma
Berchemia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rhamnaceae     https://www.gbif.org/species/3039505     https://en.wikipedia.org/wiki/Berchemia     https://www.merriam-webster.com/dictionary/Berchemia
Cannabis	Plantae - Tracheophyta - Magnoliopsida - Rosales - Cannabaceae     https://www.gbif.org/species/2984538     https://en.wikipedia.org/wiki/Cannabis     https://www.merriam-webster.com/dictionary/Cannabis
Viguiera	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3099986     https://en.wikipedia.org/wiki/Viguiera     https://www.merriam-webster.com/dictionary/Viguiera
Parastrephia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3098731     https://en.wikipedia.org/wiki/Parastrephia     https://www.merriam-webster.com/dictionary/Parastrephia
Oxalis	Plantae - Tracheophyta - Magnoliopsida - Oxalidales - Oxalidaceae     https://www.gbif.org/species/2891642     https://en.wikipedia.org/wiki/Oxalis     https://www.merriam-webster.com/dictionary/Oxalis
Artemisia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3120641     https://en.wikipedia.org/wiki/Artemisia     https://www.merriam-webster.com/dictionary/Artemisia
Dicranopteris	Plantae - Tracheophyta - Polypodiopsida - Gleicheniales - Gleicheniaceae     https://www.gbif.org/species/10601986     https://en.wikipedia.org/wiki/Dicranopteris     https://www.merriam-webster.com/dictionary/Dicranopteris
